seq,receive_time_ms,send_timestamp_ms,delay_ms,jitter_ms,cumulative_loss,payload_bytes
1803,1785044609226,1785044609226,0,0.231,0,40
1804,1785044609353,1785044609352,1,0.279,0,40
1805,1785044609353,1785044609352,1,0.262,0,40
1806,1785044609353,1785044609353,0,0.308,0,40
1807,1785044609353,1785044609353,0,0.288,0,40
1808,1785044609353,1785044609353,0,0.270,0,40
1809,1785044609354,1785044609353,1,0.316,0,40
1810,1785044609354,1785044609354,0,0.359,0,40
1811,1785044609354,1785044609354,0,0.336,0,40
1812,1785044609354,1785044609354,0,0.315,0,40
1813,1785044609481,1785044609480,1,0.358,0,40
1814,1785044609481,1785044609480,1,0.336,0,40
1815,1785044609481,1785044609481,0,0.377,0,40
1816,1785044609481,1785044609481,0,0.354,0,40
1817,1785044609481,1785044609481,0,0.332,0,40
1818,1785044609481,1785044609481,0,0.311,0,40
1819,1785044609481,1785044609481,0,0.291,0,40
1820,1785044609481,1785044609481,0,0.273,0,40
1821,1785044609482,1785044609481,1,0.319,0,40
1822,1785044609482,1785044609482,0,0.361,0,40
1823,1785044609482,1785044609482,0,0.339,0,40
1824,1785044609483,1785044609482,1,0.380,0,40
1825,1785044609483,1785044609483,0,0.419,0,40
1826,1785044609483,1785044609483,0,0.393,0,40
1827,1785044609484,1785044609484,0,0.368,0,40
1828,1785044609484,1785044609484,0,0.345,0,40
1829,1785044609610,1785044609609,1,0.386,0,40
1830,1785044609610,1785044609610,0,0.424,0,40
1831,1785044609611,1785044609610,1,0.460,0,40
1832,1785044609611,1785044609611,0,0.494,0,40
1833,1785044609611,1785044609611,0,0.463,0,40
1834,1785044609611,1785044609611,0,0.434,0,40
1835,1785044609612,1785044609611,1,0.470,0,40
1836,1785044609612,1785044609612,0,0.503,0,40
1837,1785044609612,1785044609612,0,0.471,0,40
1838,1785044609612,1785044609612,0,0.442,0,40
1839,1785044609613,1785044609612,1,0.477,0,40
1840,1785044609613,1785044609613,0,0.509,0,40
1841,1785044609740,1785044609739,1,0.540,0,40
1842,1785044609740,1785044609739,1,0.506,0,40
1843,1785044609740,1785044609739,1,0.475,0,40
1844,1785044609740,1785044609740,0,0.508,0,40
1845,1785044609740,1785044609740,0,0.476,0,40
1846,1785044609741,1785044609740,1,0.509,0,40
1847,1785044609741,1785044609741,0,0.539,0,40
1848,1785044609741,1785044609741,0,0.506,0,40
1849,1785044609741,1785044609741,0,0.474,0,40
1850,1785044609741,1785044609741,0,0.444,0,40
1851,1785044609741,1785044609741,0,0.417,0,40
1852,1785044609741,1785044609741,0,0.391,0,40
1853,1785044609742,1785044609741,1,0.429,0,40
1854,1785044609869,1785044609869,0,0.464,0,40
1855,1785044609869,1785044609869,0,0.435,0,40
1856,1785044609869,1785044609869,0,0.408,0,40
1857,1785044609869,1785044609869,0,0.383,0,40
1858,1785044609869,1785044609869,0,0.359,0,40
1859,1785044609869,1785044609869,0,0.336,0,40
1860,1785044609869,1785044609869,0,0.315,0,40
1861,1785044609870,1785044609869,1,0.358,0,40
1862,1785044609870,1785044609869,1,0.336,0,40
1863,1785044609870,1785044609869,1,0.315,0,40
1864,1785044609870,1785044609869,1,0.295,0,40
1865,1785044609870,1785044609869,1,0.277,0,40
1866,1785044609994,1785044609994,0,0.322,0,40
1867,1785044609995,1785044609994,1,0.364,0,40
1868,1785044609995,1785044609995,0,0.404,0,40
1869,1785044609995,1785044609995,0,0.379,0,40
1870,1785044609996,1785044609995,1,0.418,0,40
1871,1785044609996,1785044609995,1,0.391,0,40
1872,1785044609996,1785044609996,0,0.429,0,40
1873,1785044609997,1785044609996,1,0.465,0,40
1874,1785044609997,1785044609997,0,0.499,0,40
1875,1785044609998,1785044609997,1,0.530,0,40
1876,1785044609998,1785044609998,0,0.559,0,40
1877,1785044609998,1785044609998,0,0.524,0,40
1878,1785044609998,1785044609998,0,0.492,0,40
1879,1785044610124,1785044610123,1,0.523,0,40
1880,1785044610124,1785044610124,0,0.553,0,40
1881,1785044610125,1785044610124,1,0.581,0,40
1882,1785044610125,1785044610125,0,0.607,0,40
1883,1785044610125,1785044610125,0,0.569,0,40
1884,1785044610125,1785044610125,0,0.534,0,40
1885,1785044610125,1785044610125,0,0.500,0,40
1886,1785044610125,1785044610125,0,0.469,0,40
1887,1785044610125,1785044610125,0,0.440,0,40
1888,1785044610127,1785044610125,2,0.537,0,40
1889,1785044610127,1785044610127,0,0.629,0,40
1890,1785044610127,1785044610127,0,0.589,0,40
1891,1785044610253,1785044610253,0,0.553,0,40
1892,1785044610254,1785044610253,1,0.581,0,40
1893,1785044610254,1785044610254,0,0.607,0,40
1894,1785044610255,1785044610254,1,0.631,0,40
1895,1785044610255,1785044610254,1,0.592,0,40
1896,1785044610255,1785044610255,0,0.617,0,40
1897,1785044610255,1785044610255,0,0.579,0,40
1898,1785044610255,1785044610255,0,0.543,0,40
1899,1785044610256,1785044610255,1,0.571,0,40
1900,1785044610256,1785044610256,0,0.598,0,40
1901,1785044610256,1785044610256,0,0.561,0,40
1902,1785044610256,1785044610256,0,0.526,0,40
1903,1785044610257,1785044610256,1,0.555,0,40
1904,1785044610382,1785044610382,0,0.583,0,40
1905,1785044610383,1785044610382,1,0.609,0,40
1906,1785044610383,1785044610382,1,0.571,0,40
1907,1785044610383,1785044610383,0,0.598,0,40
1908,1785044610383,1785044610383,0,0.560,0,40
1909,1785044610385,1785044610383,2,0.650,0,40
1910,1785044610385,1785044610383,2,0.610,0,40
1911,1785044610385,1785044610383,2,0.572,0,40
1912,1785044610385,1785044610385,0,0.661,0,40
1913,1785044610386,1785044610385,1,0.682,0,40
1914,1785044610386,1785044610385,1,0.640,0,40
1915,1785044610387,1785044610385,2,0.662,0,40
1916,1785044610512,1785044610511,1,0.683,0,40
1917,1785044610512,1785044610511,1,0.640,0,40
1918,1785044610512,1785044610511,1,0.600,0,40
1919,1785044610512,1785044610512,0,0.625,0,40
1920,1785044610512,1785044610512,0,0.586,0,40
1921,1785044610512,1785044610512,0,0.550,0,40
1922,1785044610512,1785044610512,0,0.515,0,40
1923,1785044610512,1785044610512,0,0.483,0,40
1924,1785044610513,1785044610512,1,0.515,0,40
1925,1785044610513,1785044610513,0,0.546,0,40
1926,1785044610513,1785044610513,0,0.512,0,40
1927,1785044610513,1785044610513,0,0.480,0,40
1928,1785044610513,1785044610513,0,0.450,0,40
1929,1785044610513,1785044610513,0,0.422,0,40
1930,1785044610514,1785044610514,0,0.395,0,40
1931,1785044610514,1785044610514,0,0.370,0,40
1932,1785044610639,1785044610639,0,0.347,0,40
1933,1785044610640,1785044610639,1,0.388,0,40
1934,1785044610640,1785044610639,1,0.364,0,40
1935,1785044610640,1785044610640,0,0.404,0,40
1936,1785044610641,1785044610640,1,0.441,0,40
1937,1785044610641,1785044610640,1,0.413,0,40
1938,1785044610641,1785044610640,1,0.388,0,40
1939,1785044610641,1785044610641,0,0.426,0,40
1940,1785044610642,1785044610642,0,0.399,0,40
1941,1785044610642,1785044610642,0,0.374,0,40
1942,1785044610642,1785044610642,0,0.351,0,40
1943,1785044610643,1785044610643,0,0.329,0,40
1944,1785044610769,1785044610769,0,0.308,0,40
1945,1785044610769,1785044610769,0,0.289,0,40
1946,1785044610769,1785044610769,0,0.271,0,40
1947,1785044610769,1785044610769,0,0.254,0,40
1948,1785044610770,1785044610769,1,0.301,0,40
1949,1785044610770,1785044610769,1,0.282,0,40
1950,1785044610770,1785044610770,0,0.327,0,40
